,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,Total revenue,Sales of goods and services* ( percent of total revenue),Cost of sales (direct expenses) (%),Operating expenses (indirect expenses) (%),Total expenses,Cost of sales (direct expenses),Operating expenses (indirect expenses),Net Profit/Loss,Total assets,Total current assets,Total liabilities,Total current liabilities,Total equity,Debt to equity ratio (times),Current debt to equity (%),Revenue to equity ratio (times),Net profit to equity (%),Gross margin (%),Percent of profitable businesses
19244,532,Rental and leasing services,24.0,Québec,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,74.2
19246,532,Rental and leasing services,24.0,Québec,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19247,532,Rental and leasing services,24.0,Québec,2.0,Urban,3.0,All businesses,2018.0,1235.0,594.3,,34.2,54.7,528.2,203.3,324.9,66.0,,,,,,,,,,65.8,72.7
19249,532,Rental and leasing services,35.0,Ontario,1.0,Rural,2.0,Incorporated,2018.0,258.0,587.1,85.4,23.2,63.8,510.8,136.4,374.4,76.3,1430.5,322.1,875.4,461.2,555.1,1.6,83.1,1.1,13.7,72.8,
19250,532,Rental and leasing services,35.0,Ontario,1.0,Rural,3.0,All businesses,2018.0,353.0,464.0,,23.7,62.8,401.5,109.9,291.6,62.5,,,,,,,,,,76.3,74.8
19252,532,Rental and leasing services,35.0,Ontario,2.0,Urban,2.0,Incorporated,2018.0,2153.0,652.7,80.2,23.9,64.3,575.6,155.8,419.7,77.2,1734.2,526.3,1169.0,486.3,565.2,2.1,86.0,1.2,13.7,70.2,
19253,532,Rental and leasing services,35.0,Ontario,2.0,Urban,3.0,All businesses,2018.0,2566.0,567.4,,23.9,63.8,497.2,135.4,361.7,70.2,,,,,,,,,,76.1,72.7
19255,532,Rental and leasing services,49.0,Prairies,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19256,532,Rental and leasing services,49.0,Prairies,1.0,Rural,3.0,All businesses,2018.0,853.0,426.2,,12.2,69.8,349.4,52.1,297.2,76.8,,,,,,,,,,87.8,70.6
19258,532,Rental and leasing services,49.0,Prairies,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19259,532,Rental and leasing services,49.0,Prairies,2.0,Urban,3.0,All businesses,2018.0,1784.0,589.8,,20.3,69.6,530.2,119.9,410.3,59.6,,,,,,,,,,79.7,69.3
19261,532,Rental and leasing services,46.0,Manitoba,1.0,Rural,2.0,Incorporated,2018.0,55.0,435.6,73.2,9.3,74.8,366.4,40.3,326.0,69.2,1587.8,383.6,964.0,225.3,623.8,1.5,36.1,0.7,11.1,87.3,
19262,532,Rental and leasing services,46.0,Manitoba,1.0,Rural,3.0,All businesses,2018.0,78.0,327.9,,9.4,74.5,275.0,30.8,244.2,53.0,,,,,,,,,,90.6,71.8
19264,532,Rental and leasing services,46.0,Manitoba,2.0,Urban,2.0,Incorporated,2018.0,128.0,689.9,71.4,27.5,63.3,626.6,189.6,437.0,63.3,1476.9,335.6,1084.3,378.5,392.6,2.8,96.4,1.8,16.1,61.5,
19265,532,Rental and leasing services,46.0,Manitoba,2.0,Urban,3.0,All businesses,2018.0,159.0,577.5,,27.4,62.8,521.2,158.4,362.8,56.4,,,,,,,,,,72.6,73.6
19267,532,Rental and leasing services,47.0,Saskatchewan,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19268,532,Rental and leasing services,47.0,Saskatchewan,1.0,Rural,3.0,All businesses,2018.0,106.0,309.4,,12.4,83.7,297.2,38.4,258.9,12.2,,,,,,,,,,87.6,66.0
19270,532,Rental and leasing services,47.0,Saskatchewan,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19271,532,Rental and leasing services,47.0,Saskatchewan,2.0,Urban,3.0,All businesses,2018.0,192.0,470.7,,16.0,73.0,419.0,75.4,343.6,51.7,,,,,,,,,,84.0,69.8
19273,532,Rental and leasing services,48.0,Alberta,1.0,Rural,2.0,Incorporated,2018.0,610.0,489.7,82.2,12.6,67.8,393.8,61.6,332.2,95.9,1812.7,443.5,936.8,281.9,875.9,1.1,32.2,0.6,10.9,84.7,
19274,532,Rental and leasing services,48.0,Alberta,1.0,Rural,3.0,All businesses,2018.0,669.0,456.1,,12.4,67.9,366.3,56.8,309.5,89.8,,,,,,,,,,87.6,71.2
19276,532,Rental and leasing services,48.0,Alberta,2.0,Urban,2.0,Incorporated,2018.0,1335.0,644.3,80.4,20.0,70.1,580.6,129.0,451.6,63.7,2186.3,693.6,1205.0,511.2,981.4,1.2,52.1,0.7,6.5,75.1,
19277,532,Rental and leasing services,48.0,Alberta,2.0,Urban,3.0,All businesses,2018.0,1433.0,607.1,,20.0,69.9,546.1,121.6,424.5,61.0,,,,,,,,,,80.0,68.8
19279,532,Rental and leasing services,59.0,British Columbia,1.0,Rural,2.0,Incorporated,2018.0,160.0,626.8,81.1,24.4,56.3,505.5,152.9,352.6,121.3,1125.6,420.9,609.3,238.4,516.4,1.2,46.2,1.2,23.5,69.9,
19280,532,Rental and leasing services,59.0,British Columbia,1.0,Rural,3.0,All businesses,2018.0,211.0,505.5,,24.4,56.0,406.1,123.2,282.9,99.4,,,,,,,,,,75.6,74.4
19282,532,Rental and leasing services,59.0,British Columbia,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19283,532,Rental and leasing services,59.0,British Columbia,2.0,Urban,3.0,All businesses,2018.0,1339.0,524.7,,25.2,60.8,450.9,132.0,318.9,73.8,,,,,,,,,,74.8,73.8
19285,532,Rental and leasing services,63.0,Territories,1.0,Rural,2.0,Incorporated,2018.0,13.0,849.5,84.8,20.7,66.8,743.8,176.3,567.6,105.6,1841.0,1040.9,1006.8,520.9,834.2,1.2,62.4,1.0,12.7,75.5,
19286,532,Rental and leasing services,63.0,Territories,1.0,Rural,3.0,All businesses,2018.0,20.0,581.5,,19.9,66.1,500.1,115.5,384.6,81.4,,,,,,,,,,80.1,90.0
19288,532,Rental and leasing services,63.0,Territories,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19289,532,Rental and leasing services,63.0,Territories,2.0,Urban,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,75.9
19291,532,Rental and leasing services,60.0,Yukon,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19292,532,Rental and leasing services,60.0,Yukon,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19294,532,Rental and leasing services,60.0,Yukon,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19295,532,Rental and leasing services,60.0,Yukon,2.0,Urban,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,84.2
19297,532,Rental and leasing services,61.0,Nordwest Territories,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19298,532,Rental and leasing services,61.0,Nordwest Territories,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,100.0
19300,532,Rental and leasing services,61.0,Nordwest Territories,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19301,532,Rental and leasing services,61.0,Nordwest Territories,2.0,Urban,3.0,All businesses,2018.0,10.0,586.2,,15.9,87.5,605.7,93.0,512.7,-19.6,,,,,,,,,,84.1,
19303,532,Rental and leasing services,62.0,Nunavut,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19304,532,Rental and leasing services,62.0,Nunavut,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19306,533,Lessors of non-financial intangible assets (except copyrighted works),0.0,Canada,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19307,533,Lessors of non-financial intangible assets (except copyrighted works),0.0,Canada,1.0,Rural,3.0,All businesses,2018.0,117.0,212.7,,5.5,39.6,95.9,11.7,84.1,116.9,,,,,,,,,,94.5,89.7
19309,533,Lessors of non-financial intangible assets (except copyrighted works),0.0,Canada,2.0,Urban,2.0,Incorporated,2018.0,861.0,644.3,62.9,12.7,68.0,519.9,81.8,438.1,124.5,2165.0,966.1,1160.2,696.9,992.2,1.2,70.2,0.6,12.5,79.8,
19310,533,Lessors of non-financial intangible assets (except copyrighted works),0.0,Canada,2.0,Urban,3.0,All businesses,2018.0,875.0,635.7,,12.7,68.0,512.6,80.5,432.1,123.2,,,,,,,,,,87.3,78.5
19312,533,Lessors of non-financial intangible assets (except copyrighted works),15.0,Altantic,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19313,533,Lessors of non-financial intangible assets (except copyrighted works),15.0,Altantic,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,81.8
19315,533,Lessors of non-financial intangible assets (except copyrighted works),15.0,Altantic,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19316,533,Lessors of non-financial intangible assets (except copyrighted works),15.0,Altantic,2.0,Urban,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,84.4
19318,533,Lessors of non-financial intangible assets (except copyrighted works),10.0,Newfoundland and Labrador,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19319,533,Lessors of non-financial intangible assets (except copyrighted works),10.0,Newfoundland and Labrador,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19321,533,Lessors of non-financial intangible assets (except copyrighted works),10.0,Newfoundland and Labrador,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19322,533,Lessors of non-financial intangible assets (except copyrighted works),10.0,Newfoundland and Labrador,2.0,Urban,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19324,533,Lessors of non-financial intangible assets (except copyrighted works),11.0,Prince Edward Island,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19325,533,Lessors of non-financial intangible assets (except copyrighted works),11.0,Prince Edward Island,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19327,533,Lessors of non-financial intangible assets (except copyrighted works),11.0,Prince Edward Island,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19328,533,Lessors of non-financial intangible assets (except copyrighted works),11.0,Prince Edward Island,2.0,Urban,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19330,533,Lessors of non-financial intangible assets (except copyrighted works),12.0,Nova Scotia,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19331,533,Lessors of non-financial intangible assets (except copyrighted works),12.0,Nova Scotia,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19333,533,Lessors of non-financial intangible assets (except copyrighted works),12.0,Nova Scotia,2.0,Urban,2.0,Incorporated,2018.0,17.0,780.5,66.8,13.3,62.2,589.5,103.9,485.6,191.0,669.0,278.1,573.3,345.9,95.7,6.0,361.5,8.2,199.6,80.1,
19334,533,Lessors of non-financial intangible assets (except copyrighted works),12.0,Nova Scotia,2.0,Urban,3.0,All businesses,2018.0,17.0,780.5,,13.3,62.2,589.5,103.9,485.6,191.0,,,,,,,,,,86.7,82.4
19336,533,Lessors of non-financial intangible assets (except copyrighted works),13.0,New Brunswick,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19337,533,Lessors of non-financial intangible assets (except copyrighted works),13.0,New Brunswick,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19339,533,Lessors of non-financial intangible assets (except copyrighted works),13.0,New Brunswick,2.0,Urban,2.0,Incorporated,2018.0,5.0,1896.6,86.5,23.7,51.2,1420.6,449.6,970.9,476.0,1876.2,993.0,487.8,279.5,1388.3,0.4,20.1,1.4,34.3,72.6,
19340,533,Lessors of non-financial intangible assets (except copyrighted works),13.0,New Brunswick,2.0,Urban,3.0,All businesses,2018.0,5.0,1896.6,,23.7,51.2,1420.6,449.6,970.9,476.0,,,,,,,,,,76.3,
19342,533,Lessors of non-financial intangible assets (except copyrighted works),24.0,Québec,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19343,533,Lessors of non-financial intangible assets (except copyrighted works),24.0,Québec,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19345,533,Lessors of non-financial intangible assets (except copyrighted works),24.0,Québec,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19346,533,Lessors of non-financial intangible assets (except copyrighted works),24.0,Québec,2.0,Urban,3.0,All businesses,2018.0,112.0,719.4,,12.5,62.9,542.1,89.8,452.4,177.3,,,,,,,,,,87.5,83.0
19348,533,Lessors of non-financial intangible assets (except copyrighted works),35.0,Ontario,1.0,Rural,2.0,Incorporated,2018.0,11.0,438.9,12.1,0.0,17.9,78.6,0.0,78.6,360.3,1248.8,998.6,796.5,754.8,452.3,1.8,166.9,1.0,79.7,100.0,
19349,533,Lessors of non-financial intangible assets (except copyrighted works),35.0,Ontario,1.0,Rural,3.0,All businesses,2018.0,11.0,438.9,,0.0,17.9,78.6,0.0,78.6,360.3,,,,,,,,,,100.0,100.0
19351,533,Lessors of non-financial intangible assets (except copyrighted works),35.0,Ontario,2.0,Urban,2.0,Incorporated,2018.0,365.0,759.6,58.3,12.7,73.2,652.1,96.4,555.7,107.5,2437.6,1125.7,1594.0,1073.6,813.8,2.0,131.9,0.9,13.2,78.2,
19352,533,Lessors of non-financial intangible assets (except copyrighted works),35.0,Ontario,2.0,Urban,3.0,All businesses,2018.0,370.0,750.5,,12.7,73.1,643.6,95.1,548.5,106.9,,,,,,,,,,87.3,75.7
19354,533,Lessors of non-financial intangible assets (except copyrighted works),49.0,Prairies,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19355,533,Lessors of non-financial intangible assets (except copyrighted works),49.0,Prairies,1.0,Rural,3.0,All businesses,2018.0,80.0,165.6,,6.3,42.8,81.4,10.4,71.0,84.2,,,,,,,,,,93.7,93.8
19357,533,Lessors of non-financial intangible assets (except copyrighted works),49.0,Prairies,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19358,533,Lessors of non-financial intangible assets (except copyrighted works),49.0,Prairies,2.0,Urban,3.0,All businesses,2018.0,230.0,404.4,,13.5,63.7,312.1,54.6,257.5,92.3,,,,,,,,,,86.5,81.3
19360,533,Lessors of non-financial intangible assets (except copyrighted works),46.0,Manitoba,1.0,Rural,2.0,Incorporated,2018.0,29.0,184.0,17.4,4.9,37.4,77.7,8.9,68.7,106.3,332.1,136.6,87.8,77.0,244.2,0.4,31.5,0.8,43.5,72.1,
19361,533,Lessors of non-financial intangible assets (except copyrighted works),46.0,Manitoba,1.0,Rural,3.0,All businesses,2018.0,29.0,184.0,,4.9,37.4,77.7,8.9,68.7,106.3,,,,,,,,,,95.1,100.0
19363,533,Lessors of non-financial intangible assets (except copyrighted works),46.0,Manitoba,2.0,Urban,2.0,Incorporated,2018.0,42.0,533.7,69.9,6.0,71.6,414.1,31.8,382.3,119.6,772.9,184.0,440.8,136.6,332.0,1.3,41.2,1.6,36.0,91.5,
19364,533,Lessors of non-financial intangible assets (except copyrighted works),46.0,Manitoba,2.0,Urban,3.0,All businesses,2018.0,42.0,533.7,,6.0,71.6,414.1,31.8,382.3,119.6,,,,,,,,,,94.0,85.7
19366,533,Lessors of non-financial intangible assets (except copyrighted works),47.0,Saskatchewan,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19367,533,Lessors of non-financial intangible assets (except copyrighted works),47.0,Saskatchewan,1.0,Rural,3.0,All businesses,2018.0,27.0,83.8,,0.0,14.8,12.4,0.0,12.4,71.4,,,,,,,,,,100.0,100.0
19369,533,Lessors of non-financial intangible assets (except copyrighted works),47.0,Saskatchewan,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19370,533,Lessors of non-financial intangible assets (except copyrighted works),47.0,Saskatchewan,2.0,Urban,3.0,All businesses,2018.0,49.0,156.9,,4.2,43.6,75.1,6.6,68.4,81.8,,,,,,,,,,95.8,87.8
19372,533,Lessors of non-financial intangible assets (except copyrighted works),48.0,Alberta,1.0,Rural,2.0,Incorporated,2018.0,24.0,235.4,54.9,10.2,59.3,163.6,24.0,139.6,71.9,1583.2,241.1,752.1,369.5,831.1,0.9,44.5,0.3,8.6,81.4,
19373,533,Lessors of non-financial intangible assets (except copyrighted works),48.0,Alberta,1.0,Rural,3.0,All businesses,2018.0,24.0,235.4,,10.2,59.3,163.6,24.0,139.6,71.9,,,,,,,,,,89.8,79.2
19375,533,Lessors of non-financial intangible assets (except copyrighted works),48.0,Alberta,2.0,Urban,2.0,Incorporated,2018.0,139.0,452.6,71.7,17.3,63.3,364.9,78.5,286.4,87.8,2862.7,1531.1,1108.8,550.2,1753.9,0.6,31.4,0.3,5.0,75.8,
19376,533,Lessors of non-financial intangible assets (except copyrighted works),48.0,Alberta,2.0,Urban,3.0,All businesses,2018.0,139.0,452.6,,17.3,63.3,364.9,78.5,286.4,87.8,,,,,,,,,,82.7,77.7
19378,533,Lessors of non-financial intangible assets (except copyrighted works),59.0,British Columbia,1.0,Rural,2.0,Incorporated,2018.0,12.0,163.1,74.1,1.7,41.2,70.0,2.8,67.2,93.1,899.2,309.5,227.1,35.3,672.1,0.3,5.3,0.2,13.9,97.7,
19379,533,Lessors of non-financial intangible assets (except copyrighted works),59.0,British Columbia,1.0,Rural,3.0,All businesses,2018.0,12.0,163.1,,1.7,41.2,70.0,2.8,67.2,93.1,,,,,,,,,,98.3,58.3
19381,533,Lessors of non-financial intangible assets (except copyrighted works),59.0,British Columbia,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19382,533,Lessors of non-financial intangible assets (except copyrighted works),59.0,British Columbia,2.0,Urban,3.0,All businesses,2018.0,129.0,572.0,,9.5,62.7,412.9,54.4,358.6,159.1,,,,,,,,,,90.5,76.0
19384,533,Lessors of non-financial intangible assets (except copyrighted works),63.0,Territories,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19385,533,Lessors of non-financial intangible assets (except copyrighted works),63.0,Territories,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19387,533,Lessors of non-financial intangible assets (except copyrighted works),63.0,Territories,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19388,533,Lessors of non-financial intangible assets (except copyrighted works),63.0,Territories,2.0,Urban,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19390,533,Lessors of non-financial intangible assets (except copyrighted works),60.0,Yukon,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19391,533,Lessors of non-financial intangible assets (except copyrighted works),60.0,Yukon,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19393,533,Lessors of non-financial intangible assets (except copyrighted works),60.0,Yukon,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19394,533,Lessors of non-financial intangible assets (except copyrighted works),60.0,Yukon,2.0,Urban,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19396,533,Lessors of non-financial intangible assets (except copyrighted works),61.0,Nordwest Territories,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19397,533,Lessors of non-financial intangible assets (except copyrighted works),61.0,Nordwest Territories,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19399,533,Lessors of non-financial intangible assets (except copyrighted works),61.0,Nordwest Territories,2.0,Urban,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19400,533,Lessors of non-financial intangible assets (except copyrighted works),61.0,Nordwest Territories,2.0,Urban,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19402,533,Lessors of non-financial intangible assets (except copyrighted works),62.0,Nunavut,1.0,Rural,2.0,Incorporated,2018.0,,,,,,,,,,,,,,,,,,,,
19403,533,Lessors of non-financial intangible assets (except copyrighted works),62.0,Nunavut,1.0,Rural,3.0,All businesses,2018.0,,,,,,,,,,,,,,,,,,,,
19405,54,"Professional, scientific and technical services",0.0,Canada,1.0,Rural,2.0,Incorporated,2018.0,14505.0,324.0,92.8,16.5,57.8,240.7,53.5,187.2,83.3,471.3,227.2,194.2,95.5,277.1,0.7,34.5,1.2,30.1,82.2,
19406,54,"Professional, scientific and technical services",0.0,Canada,1.0,Rural,3.0,All businesses,2018.0,23379.0,242.5,,15.6,54.4,169.8,37.8,132.0,72.7,,,,,,,,,,84.4,87.8
19408,54,"Professional, scientific and technical services",0.0,Canada,2.0,Urban,2.0,Incorporated,2018.0,174941.0,367.4,92.7,17.7,61.5,291.0,65.0,226.0,76.4,575.9,335.0,256.1,145.1,319.9,0.8,45.4,1.1,23.9,80.9,
19409,54,"Professional, scientific and technical services",0.0,Canada,2.0,Urban,3.0,All businesses,2018.0,259848.0,288.3,,16.1,58.4,214.7,46.5,168.3,73.6,,,,,,,,,,83.9,87.0
19411,54,"Professional, scientific and technical services",15.0,Altantic,1.0,Rural,2.0,Incorporated,2018.0,1166.0,330.8,95.5,15.6,61.3,254.4,51.6,202.8,76.4,411.9,211.1,199.8,96.9,212.1,0.9,45.7,1.6,36.0,83.7,
19412,54,"Professional, scientific and technical services",15.0,Altantic,1.0,Rural,3.0,All businesses,2018.0,1936.0,243.2,,14.3,57.9,175.6,34.7,140.9,67.7,,,,,,,,,,85.7,88.7
19414,54,"Professional, scientific and technical services",15.0,Altantic,2.0,Urban,2.0,Incorporated,2018.0,4908.0,414.6,92.5,15.8,67.2,344.2,65.5,278.7,70.4,540.9,313.8,328.4,200.5,212.6,1.5,94.3,2.0,33.1,82.9,
19415,54,"Professional, scientific and technical services",15.0,Altantic,2.0,Urban,3.0,All businesses,2018.0,7331.0,318.8,,14.5,63.7,249.5,46.3,203.1,69.3,,,,,,,,,,85.5,88.1
19417,54,"Professional, scientific and technical services",10.0,Newfoundland and Labrador,1.0,Rural,2.0,Incorporated,2018.0,189.0,299.3,97.9,8.2,77.4,256.2,24.4,231.8,43.1,325.0,172.7,142.0,62.3,182.9,0.8,34.1,1.6,23.6,91.7,
19418,54,"Professional, scientific and technical services",10.0,Newfoundland and Labrador,1.0,Rural,3.0,All businesses,2018.0,276.0,257.9,,7.9,72.0,206.0,20.3,185.7,51.9,,,,,,,,,,92.1,82.2
19420,54,"Professional, scientific and technical services",10.0,Newfoundland and Labrador,2.0,Urban,2.0,Incorporated,2018.0,920.0,454.0,93.4,16.5,71.4,399.0,74.7,324.3,55.1,531.3,354.4,283.9,153.9,247.4,1.1,62.2,1.8,22.3,82.4,
19421,54,"Professional, scientific and technical services",10.0,Newfoundland and Labrador,2.0,Urban,3.0,All businesses,2018.0,1351.0,362.8,,14.4,66.6,294.0,52.3,241.7,68.8,,,,,,,,,,85.6,82.8
19423,54,"Professional, scientific and technical services",11.0,Prince Edward Island,1.0,Rural,2.0,Incorporated,2018.0,54.0,326.6,96.6,22.1,72.4,308.7,72.1,236.6,17.9,384.8,124.3,382.3,87.6,2.5,152.9,3504.8,130.7,717.2,77.2,
19424,54,"Professional, scientific and technical services",11.0,Prince Edward Island,1.0,Rural,3.0,All businesses,2018.0,99.0,218.1,,19.6,64.5,183.4,42.7,140.8,34.7,,,,,,,,,,80.4,82.8
19426,54,"Professional, scientific and technical services",11.0,Prince Edward Island,2.0,Urban,2.0,Incorporated,2018.0,296.0,444.6,91.6,13.8,68.5,365.9,61.5,304.4,78.7,478.6,251.2,247.1,117.7,231.5,1.1,50.9,1.9,34.0,84.9,
19427,54,"Professional, scientific and technical services",11.0,Prince Edward Island,2.0,Urban,3.0,All businesses,2018.0,473.0,333.5,,12.8,65.3,260.2,42.6,217.6,73.3,,,,,,,,,,87.2,87.3
19429,54,"Professional, scientific and technical services",12.0,Nova Scotia,1.0,Rural,2.0,Incorporated,2018.0,539.0,330.1,95.8,13.8,58.4,238.2,45.4,192.8,91.9,380.8,181.4,207.5,90.8,173.4,1.2,52.4,1.9,53.0,85.6,
19430,54,"Professional, scientific and technical services",12.0,Nova Scotia,1.0,Rural,3.0,All businesses,2018.0,923.0,236.2,,12.8,55.5,161.2,30.2,131.0,75.0,,,,,,,,,,87.2,92.0
19432,54,"Professional, scientific and technical services",12.0,Nova Scotia,2.0,Urban,2.0,Incorporated,2018.0,2319.0,401.3,92.1,15.5,65.1,323.4,62.3,261.0,77.9,581.8,326.3,404.5,260.9,177.3,2.3,147.1,2.3,43.9,83.1,
19433,54,"Professional, scientific and technical services",12.0,Nova Scotia,2.0,Urban,3.0,All businesses,2018.0,3381.0,309.3,,14.5,62.2,237.2,44.9,192.4,72.1,,,,,,,,,,85.5,90.1
19435,54,"Professional, scientific and technical services",13.0,New Brunswick,1.0,Rural,2.0,Incorporated,2018.0,384.0,347.8,93.9,20.4,56.8,268.5,70.8,197.7,79.3,502.1,283.9,192.0,123.8,310.2,0.6,39.9,1.1,25.6,78.3,
19436,54,"Professional, scientific and technical services",13.0,New Brunswick,1.0,Rural,3.0,All businesses,2018.0,638.0,251.0,,18.4,54.1,182.0,46.1,135.9,69.0,,,,,,,,,,81.6,87.6
19438,54,"Professional, scientific and technical services",13.0,New Brunswick,2.0,Urban,2.0,Incorporated,2018.0,1373.0,404.3,92.8,16.2,67.4,338.2,65.7,272.5,66.1,491.8,279.0,247.1,147.4,244.7,1.0,60.2,1.7,27.0,82.5,
19439,54,"Professional, scientific and technical services",13.0,New Brunswick,2.0,Urban,3.0,All businesses,2018.0,2126.0,302.7,,15.1,63.6,238.3,45.8,192.5,64.4,,,,,,,,,,84.9,88.4
19441,54,"Professional, scientific and technical services",24.0,Québec,1.0,Rural,2.0,Incorporated,2018.0,2721.0,340.5,89.8,21.0,54.9,258.3,71.3,186.9,82.2,501.4,186.4,199.1,96.2,302.2,0.7,31.8,1.1,27.2,76.7,
19442,54,"Professional, scientific and technical services",24.0,Québec,1.0,Rural,3.0,All businesses,2018.0,4979.0,237.8,,18.5,52.3,168.3,44.0,124.3,69.5,,,,,,,,,,81.5,91.3
19444,54,"Professional, scientific and technical services",24.0,Québec,2.0,Urban,2.0,Incorporated,2018.0,28366.0,403.4,91.9,22.3,59.3,329.6,90.1,239.4,73.9,587.1,299.6,252.5,149.6,334.6,0.8,44.7,1.2,22.1,75.7,
19445,54,"Professional, scientific and technical services",24.0,Québec,2.0,Urban,3.0,All businesses,2018.0,47498.0,289.6,,19.7,56.0,219.3,57.0,162.3,70.3,,,,,,,,,,80.3,90.0
19447,54,"Professional, scientific and technical services",35.0,Ontario,1.0,Rural,2.0,Incorporated,2018.0,3171.0,337.6,94.0,19.9,54.9,252.5,67.0,185.5,85.1,466.8,261.4,201.3,110.6,265.5,0.8,41.7,1.3,32.1,78.9,
19448,54,"Professional, scientific and technical services",35.0,Ontario,1.0,Rural,3.0,All businesses,2018.0,5773.0,239.9,,18.1,51.4,166.6,43.3,123.3,73.3,,,,,,,,,,81.9,88.6
19450,54,"Professional, scientific and technical services",35.0,Ontario,2.0,Urban,2.0,Incorporated,2018.0,76154.0,362.0,93.4,17.1,63.0,290.1,62.0,228.1,71.9,553.9,357.5,252.9,153.4,301.0,0.8,51.0,1.2,23.9,81.6,
